LA21-3;For laboratory use;For laboratory use;en;;
LA22-6;For medical personnel;For medical personnel;en;;
LA23-9;For medical use;For medical use;en;;
LA24-2;For neuro-angiographical use;For neuro-angiographical use;en;;
LA25-5;For neuro-surgical use;For neuro-surgical use;en;;
LA26-8;For nursing staff;For nursing staff;en;;
LA27-1;For operating theatre;For operating theatre;en;;
LA28-4;For operating-theatre use;For operating-theatre use;en;;
LA29-7;For orthopaedic use;For orthopaedic use;en;;
LA30-0;For osteosynthesis;For osteosynthesis;en;;
LA31-3;For paediatric medicine;For paediatric medicine;en;;
LA32-6;For paramedical use;For paramedical use;en;;
LA33-9;For pathology;For pathology;en;;
LA34-2;For peritoneal dialysis;For peritoneal dialysis;en;;
LA35-5;For psychiatric purposes;For psychiatric purposes;en;;
LA36-8;For radiodiagnosis;For radiodiagnosis;en;;
LA37-1;For radio-immunoassay;For radio-immunoassay;en;;
LA38-4;For radio-immunology;For radio-immunology;en;;
LA39-7;For radiology;For radiology;en;;
LA40-0;For radiotherapy reagents;For radiotherapy reagents;en;;
LA41-3;For serology;For serology;en;;
LA42-6;For surgical use;For surgical use;en;;
LA43-9;For the artificial-kidney unit;For the artificial-kidney unit;en;;
AB06-7;Plastic;Plastic;ro;;
LA44-2;For therapeutic medicine;For therapeutic medicine;en;;
LA45-5;For therapeutic purposes;For therapeutic purposes;en;;
LA46-8;For transperitoneal dialysis;For transperitoneal dialysis;en;;
LA47-1;For treatment of hypothermia;For treatment of hypothermia;en;;
LA48-4;For urology treatment;For urology treatment;en;;
LA49-7;For X-ray unit;For X-ray unit;en;;
LA50-0;For cardiology;For cardiology;en;;
LA51-3;For cardiovascular use;For cardiovascular use;en;;
LA52-6;Medical;Medical;en;;
LA53-9;For post-mortem use;For post-mortem use;en;;
LA54-2;For vascular use;For vascular use;en;;
LA55-5;For veterinary use;For veterinary use;en;;
MA01-4;For aircraft;For aircraft;en;;
MA02-7;For aircraft crews;For aircraft crews;en;;
MA03-0;For buses;For buses;en;;
MA04-3;For cars;For cars;en;;
MA05-6;For civil aircraft;For civil aircraft;en;;
MA06-9;For industrial vehicles;For industrial vehicles;en;;
MA07-2;For motor vehicles;For motor vehicles;en;;
MA08-5;For railway use;For railway use;en;;
MA09-8;For transport;For transport;en;;
MA10-1;For use in airports;For use in airports;en;;
MA11-4;For vehicles;For vehicles;en;;
MA12-7;For urban transport;For urban transport;en;;
MA13-0;For waterways;For waterways;en;;
MA14-3;For boats;For boats;en;;
MB01-5;Left-hand-drive;Left-hand-drive;en;;
MB02-8;Right-hand-drive;Right-hand-drive;en;;
MB03-1;Subsea;Subsea;en;;
MB04-4;High speed;High speed;en;;
MD01-7;Using refrigerated vehicles;Using refrigerated vehicles;en;;
MD02-0;Using tanker vehicles;Using tanker vehicles;en;;
MD03-3;Using vehicles adapted for bulk goods;Using vehicles adapted for bulk goods;en;;
MD04-6;Using container vehicles;Using container vehicles;en;;
MD05-9;Using furniture-removal vehicles;Using furniture-removal vehicles;en;;
MD06-2;Using loading trailers;Using loading trailers;en;;
MD07-5;Using armoured car;Using armoured car;en;;
ME01-8;Of dry bulk goods;Of dry bulk goods;en;;
ME02-1;Of natural gas;Of natural gas;en;;
ME03-4;Of corpse;Of corpse;en;;
ME04-7;Of artistic objects;Of artistic objects;en;;
ME05-0;Of toxic substances;Of toxic substances;en;;
MF01-9;Using aircraft;Using aircraft;en;;
MF02-2;Using tram;Using tram;en;;
MF03-5;Using specialised vehicles;Using specialised vehicles;en;;
MF04-8;Using car;Using car;en;;
MF05-1;Using bus;Using bus;en;;
MF06-4;Using coach;Using coach;en;;
MF07-7;Using balloon;Using balloon;en;;
MF08-0;Using zeppelin;Using zeppelin;en;;
MF09-3;Using hovercraft;Using hovercraft;en;;
MF10-6;Using zodiac;Using zodiac;en;;
PA01-7;Hire;Hire;en;;
PA02-0;Lease;Lease;en;;
PA03-3;Hire-purchase;Hire-purchase;en;;
PB01-8;With crew;With crew;en;;
PB02-1;Without crew;Without crew;en;;
PB03-4;With driver;With driver;en;;
PB04-7;Without driver;Without driver;en;;
PB05-0;With operator;With operator;en;;
PB06-3;Without operator;Without operator;en;;
QA01-8;For broadcast avertising;For broadcast avertising;en;;
QA02-1;For advertising on radio;For advertising on radio;en;;
QA03-4;For advertising on television;For advertising on television;en;;
QA04-7;For advertising on the Internet;For advertising on the Internet;en;;
QA05-0;For advertising in cinemas;For advertising in cinemas;en;;
QA06-3;For advertising in newspapers;For advertising in newspapers;en;;
QA07-6;For advertising in magazines;For advertising in magazines;en;;
QA08-9;For advertising on posters;For advertising on posters;en;;
QA09-2;For advertising by means of coupons;For advertising by means of coupons;en;;
QA10-5;For fairs;For fairs;en;;
QA11-8;For events;For events;en;;
QA12-1;For conferences;For conferences;en;;
QA13-4;For exhibitions;For exhibitions;en;;
QB01-9;For contract law;For contract law;en;;
QB02-2;For trade law;For trade law;en;;
QB03-5;For company law;For company law;en;;
QB04-8;For competition law;For competition law;en;;
QB05-1;For administrative law;For administrative law;en;;
QB06-4;For private law;For private law;en;;
QB07-7;For public law;For public law;en;;
QB08-0;For international law;For international law;en;;
QB09-3;For national law;For national law;en;;
QB10-6;For regional law;For regional law;en;;
QB11-9;For employment law;For employment law;en;;
QB12-2;For immigration law;For immigration law;en;;
QB13-5;For taxation law;For taxation law;en;;
QB14-8;For social law;For social law;en;;
QB15-1;For criminal law;For criminal law;en;;
QB16-4;For discrimination or harassment law;For discrimination or harassment law;en;;
QB17-7;For juvenile justice law;For juvenile justice law;en;;
QB18-0;For appellate procedure;For appellate procedure;en;;
QB19-3;For defence law;For defence law;en;;
QB20-6;For business law;For business law;en;;
QB21-9;For government antitrust law;For government antitrust law;en;;
QB23-5;For bankruptcy law;For bankruptcy law;en;;
AB07-0;Polyester;Poliester;ro;;
QB24-8;For partnership law;For partnership law;en;;
QB25-1;For patent law;For patent law;en;;
QB26-4;For trademark law;For trademark law;en;;
QB27-7;For copyright law;For copyright law;en;;
QB28-0;For liquidation law;For liquidation law;en;;
QB29-3;For real estate law;For real estate law;en;;
QB30-6;For mergers law;For mergers law;en;;
QB31-9;For acquisitions law;For acquisitions law;en;;
QB32-2;For debt collection law;For debt collection law;en;;
QB33-5;For healthcare claim law;For healthcare claim law;en;;
QB34-8;For personal injury law;For personal injury law;en;;
QB35-1;For property law;For property law;en;;
QB36-4;For employee benefits law;For employee benefits law;en;;
QB37-7;For labour disputes law;For labour disputes law;en;;
QB38-0;For family law;For family law;en;;
QB39-3;For adoption law;For adoption law;en;;
QB40-6;For naturalization law;For naturalization law;en;;
QB41-9;For guardianship law;For guardianship law;en;;
QB42-2;For custody law;For custody law;en;;
QB43-5;On land;On land;en;;
QB44-8;On water;On water;en;;
QB45-1;On fisheries;On fisheries;en;;
QB46-4;On plants;On plants;en;;
QB47-7;On animals;On animals;en;;
QB48-0;On food;On food;en;;
QB49-3;On forestry;On forestry;en;;
QB50-6;On wildlife;On wildlife;en;;
QB51-9;On national park;On national park;en;;
QB52-2;On environment;On environment;en;;
QB53-5;On biodiversity;On biodiversity;en;;
QB54-8;On automotive sector;On automotive sector;en;;
QB55-1;On aeronautics sector;On aeronautics sector;en;;
QB56-4;On space industry sector;On space industry sector;en;;
QB57-7;On political issues;On political issues;en;;
RA01-9;In pharmaceutics;In pharmaceutics;en;;
RA02-2;In bacteriology;In bacteriology;en;;
RA03-5;In biomedical;In biomedical;en;;
RA04-8;In cardiology;In cardiology;en;;
RA05-1;In anatomy;In anatomy;en;;
RA06-4;In pathology;In pathology;en;;
RA07-7;In embryology;In embryology;en;;
RA08-0;In epidemiology;In epidemiology;en;;
RA09-3;In genetics;In genetics;en;;
RA10-6;In immunology;In immunology;en;;
RA11-9;In ophthalmology;In ophthalmology;en;;
RA12-2;In physiology;In physiology;en;;
RA13-5;In toxicology;In toxicology;en;;
RA14-8;In neurology;In neurology;en;;
RA15-1;In urology;In urology;en;;
RA16-4;In dermatology;In dermatology;en;;
RB01-0;For micro-economics;For micro-economics;en;;
RB02-3;For macro-economics;For macro-economics;en;;
RB03-6;For industrial economics;For industrial economics;en;;
RB04-9;For competition economics;For competition economics;en;;
RB05-2;For regulatory economics;For regulatory economics;en;;
RB06-5;For trade economics;For trade economics;en;;
RB07-8;For international economics;For international economics;en;;
RB08-1;For national economics;For national economics;en;;
RB09-4;For regional economics;For regional economics;en;;
RB10-7;For geographical economics;For geographical economics;en;;
RB11-0;For banking economics;For banking economics;en;;
RB12-3;For insurance economics;For insurance economics;en;;
RB13-6;For econometrics;For econometrics;en;;
RB14-9;For monetary economics;For monetary economics;en;;
RB15-2;For foreign exchange economics;For foreign exchange economics;en;;
RB16-5;For innovation economics;For innovation economics;en;;
RB17-8;For economic forecasting;For economic forecasting;en;;
RB18-1;For public economics;For public economics;en;;
RB19-4;For private economics;For private economics;en;;
RB20-7;For market economics;For market economics;en;;
RB21-0;For planned economics;For planned economics;en;;
RC01-1;In aerospace technology;In aerospace technology;en;;
RC02-4;In space technology;In space technology;en;;
RC03-7;In computer technology;In computer technology;en;;
RC04-0;In communication technology;In communication technology;en;;
RC05-3;In information technology;In information technology;en;;
RC06-6;In automation technology;In automation technology;en;;
RC07-9;In fuel technology;In fuel technology;en;;
RC08-2;In nuclear technology;In nuclear technology;en;;
RD01-2;In mathematics;In mathematics;en;;
RD02-5;In natural sciences;In natural sciences;en;;
RD03-8;In biology;In biology;en;;
RD04-1;In chemistry;In chemistry;en;;
RD05-4;In physics;In physics;en;;
RD06-7;In earth sciences;In earth sciences;en;;
RD07-0;In social sciences;In social sciences;en;;
RD08-3;In behavioural sciences;In behavioural sciences;en;;
RD09-6;In applied sciences;In applied sciences;en;;
RD10-9;In health sciences;In health sciences;en;;
RD11-2;For interdisciplinary fields;For interdisciplinary fields;en;;
SA01-0;For banking;For banking;en;;
SA02-3;For foreign exchange;For foreign exchange;en;;
SA03-6;For loan;For loan;en;;
SA04-9;For credit;For credit;en;;
SB01-1;For insurance;For insurance;en;;
SB02-3;For reinsurance;For reinsurance;en;;
SC01-2;For pension;For pension;en;;
TA02-5;For address books;For address books;en;;
TA03-8;For exercise books;For exercise books;en;;
TA04-1;For diaries;For diaries;en;;
TA05-4;For personal organisers;For personal organisers;en;;
TA06-7;For notebooks;For notebooks;en;;
TA07-0;For booklets;For booklets;en;;
TA08-3;For memorandum pads;For memorandum pads;en;;
TA09-6;For letter pads;For letter pads;en;;
TA10-9;For blotting pads;For blotting pads;en;;
TA11-2;For trade-advertising material;For trade-advertising material;en;;
TA12-5;For commercial catalogues;For commercial catalogues;en;;
TA13-8;For registers;For registers;en;;
TA14-1;For account books;For account books;en;;
TA15-4;For order books;For order books;en;;
TA16-7;For receipt books;For receipt books;en;;
TA17-0;For stationery;For stationery;en;;
TA18-3;For envelopes;For envelopes;en;;
TA19-6;For notepaper;For notepaper;en;;
TA20-9;For interleaved carbon sets;For interleaved carbon sets;en;;
TA21-2;For albums for samples or collections;For albums for samples or collections;en;;
TA22-5;For binders folders or file covers;For binders folders or file covers;en;;
TA23-8;For business cards;For business cards;en;;
TA24-1;For security printed matter;For security printed matter;en;;
TA25-4;For permits;For permits;en;;
TA26-7;For stock certificates;For stock certificates;en;;
TA27-0;For cheque forms;For cheque forms;en;;
TA28-3;For new stamps;For new stamps;en;;
TA29-6;For stamp-impressed paper;For stamp-impressed paper;en;;
TA30-9;For luncheon vouchers;For luncheon vouchers;en;;
TA31-2;For forms;For forms;en;;
TA32-5;For manifold business forms;For manifold business forms;en;;
TA33-8;For continuous forms;For continuous forms;en;;
TA34-1;For tickets;For tickets;en;;
TA35-4;For entrance tickets;For entrance tickets;en;;
TA36-7;For transport tickets;For transport tickets;en;;
TA37-0;For tickets with magnetic strips;For tickets with magnetic strips;en;;
TA38-3;For calendars;For calendars;en;;
TA39-6;For timetables;For timetables;en;;
TA40-9;For newspaper;For newspaper;en;;
TA41-2;For posters;For posters;en;;
TA42-5;For industrial flexography;For industrial flexography;en;;
TA43-8;For industrial rotogravure;For industrial rotogravure;en;;
TA44-1;For industrial screen;For industrial screen;en;;
TA45-4;For industrial offset;For industrial offset;en;;
TA46-7;For industrial thermal transfer;For industrial thermal transfer;en;;
TA47-0;Of Braille books;Of Braille books;en;;
TA48-3;Of paperboard;Of paperboard;en;;
UA01-3;Food products;Food products;en;;
UA02-6;Beverages;Beverages;en;;
UB01-4;Furniture;Furniture;en;;
UB02-7;Clothing;Clothing;en;;
UB03-0;Construction materials;Construction materials;en;;
UB04-3;Printed matter;Printed matter;en;;
UB05-6;Office items;Office items;en;;
UB06-9;Horticultural products;Horticultural products;en;;
UB07-2;Medical products;Medical products;en;;
UB08-5;Surplus inventory;Surplus inventory;en;;
AA01-1;Metal;Metal;ro;;
AA02-4;Aluminium;Aluminiu;ro;;
AA03-7;Bronze;Bronz;ro;;
AA04-0;Copper;Cupru;ro;;
AA05-3;Iron;Fier;ro;;
AA06-6;Lead;Plumb;ro;;
AA07-9;Nickel;Nichel;ro;;
AA08-2;Tin;Staniu;ro;;
AA09-5;Zinc;Zinc;ro;;
AA10-8;Alloy;Aliaj;ro;;
AA11-1;Steel;Oţel;ro;;
AA12-4;Carbon-steel;Oţel carbon;ro;;
AA13-7;Vanadium;Vanadiu;ro;;
AA14-0;Chromium;Crom;ro;;
AA15-3;Manganese;Mangan;ro;;
AA16-6;Cobalt;Cobalt;ro;;
AA17-9;Yttrium;Ytriu;ro;;
AA18-2;Zirconium;Zirconiu;ro;;
AA19-5;Molybdenum;Molibden;ro;;
AA20-8;Technetium;Techneţiu;ro;;
AA21-1;Ruthenium;Ruteniu;ro;;
AA22-4;Rhodium;Rodiu;ro;;
AA23-7;Cadmium;Cadmiu;ro;;
AA24-0;Lutetium;Luteţiu;ro;;
AA25-3;Hafnium;Hafniu;ro;;
AA26-6;Tantalum;Tantal;ro;;
AA27-9;Tungsten;Tungsten;ro;;
AA28-2;Iridium;Iridiu;ro;;
AA29-5;Gallium;Galiu;ro;;
AA30-8;Indium;Indiu;ro;;
AA31-1;Thallium;Taliu;ro;;
AA32-4;Barium;Bariu;ro;;
AA33-7;Caesium;Cesiu;ro;;
AA34-0;Strontium;Stronţiu;ro;;
AA35-3;Rubidium;Rubidiu;ro;;
AA36-6;Calcium;Calciu;ro;;
AA37-9;Potassium;Potasiu;ro;;
AA38-2;Sodium;Sodiu;ro;;
AA39-5;Lithium;Litiu;ro;;
AA40-8;Niobium;Niobiu;ro;;
AA41-1;Osmium;Osmiu;ro;;
AA42-4;Rhenium;Reniu;ro;;
AA43-7;Palladium;Paladiu;ro;;
AA44-0;Brass;Alamă;ro;;
AA45-3;Gold;Aur;ro;;
AA46-6;Silver;Argint;ro;;
AA47-9;Platinum;Platină;ro;;
AA48-2;Magnesium;Magneziu;ro;;
AB02-5;Ceramic;Ceramică;ro;;
AB03-8;Porcelain or china ceramic;Porţelan;ro;;
AB04-1;Clay;Argilă;ro;;
AB05-4;Concrete;Beton;ro;;
AB08-3;Polyethene (Polyethylene);Polietenă (Polietilenă);ro;;
AB09-6;Polystyrene;Polistiren;ro;;
AB11-2;PVC;PVC;ro;;
AB12-5;Rubber;Cauciuc;ro;;
AB13-8;Wooden;Lemn;ro;;
AB14-1;Coniferous wood;Lemn de conifere;ro;;
AB15-4;Tropical wood;Lemn tropical;ro;;
AB16-7;Bamboo;Bambus;ro;;
AB17-0;Cork;Plută;ro;;
AB18-3;Paper;Hârtie;ro;;
AB19-6;Leather;Piele;ro;;
AB20-9;Fibreglass;Fibre de sticlă;ro;;
AB21-2;Glass;Sticlă;ro;;
AB22-5;Glass inners;Pereţi interiori din sticlă;ro;;
AB23-8;Glass parts;Piese din sticlă;ro;;
AB24-1;Textile;Textil;ro;;
AB25-4;Synthetic;Sintetic;ro;;
AB26-7;Timber;Cherestea;ro;;
AB27-0;Stone;Piatră;ro;;
AB28-3;Marble;Marmură;ro;;
AB29-6;Precious stones;Pietre preţioase;ro;;
AB30-9;Wool;Lână;ro;;
AB31-2;Silk;Mătase;ro;;
AB32-5;Linen;In;ro;;
AB33-8;Cotton;Bumbac;ro;;
AB34-1;Terrazzo;Terrazzo;ro;;
AB35-4;Granite;Granit;ro;;
AB36-7;Slate;Ardezie;ro;;
AB37-0;Carbon;Carbon;ro;;
BA01-2;Live;Viu;ro;;
BA02-5;Natural;Natural;ro;;
BA03-8;Artificial;Artificial;ro;;
BA04-1;Fresh;Proaspăt;ro;;
BA05-4;Cold;Rece;ro;;
BA06-7;Hot;Fierbinte;ro;;
BA07-0;Liquid;Lichid;ro;;
BA08-3;Solid;Solid;ro;;
BA09-6;Gas;Gazos;ro;;
BA10-9;Crude;Crud;ro;;
BA11-2;Dry;Uscat;ro;;
BA12-5;Hard;Tare;ro;;
BA13-8;Soft;Moale;ro;;
BA14-1;Dust/powder;Praf/Pulbere;ro;;
BA15-4;Residues;Reziduuri;ro;;
BA16-7;Flakes;Fulgi;ro;;
BA17-0;Bars;Bare;ro;;
BA18-3;Ash;Cenuşă;ro;;
BA19-6;Granules;Granule;ro;;
BA20-9;Ingots;Lingouri;ro;;
BA22-5;Rods;Tije;ro;;
BA23-8;Unwrought;Brut;ro;;
BA24-1;Frozen;Îngheţat;ro;;
BA25-4;Deep-frozen;Congelat;ro;;
BA26-7;Folded;Pliat;ro;;
BA27-0;Forged;Forjat;ro;;
BA28-3;Freeze-dried;Liofilizat;ro;;
BA29-6;Flat-rolled;Laminat plat;ro;;
BA30-9;Dried;Deshidratat;ro;;
BA31-2;Grated;Ras;ro;;
BA32-5;Concentrated;Concentrat;ro;;
BA33-8;Chilled;Refrigerat;ro;;
BA34-1;Coated;Învelit;ro;;
BA35-4;Galvanised;Galvanizat;ro;;
BA36-7;Granulated;Granulat;ro;;
BA37-0;Hot-rolled;Laminat la cald;ro;;
BA38-3;Vitrified;Vitrificat;ro;;
BA39-6;Laminated;Laminat;ro;;
BA40-9;Liquefied;Lichefiat;ro;;
BA41-2;Vulcanised;Vulcanizat;ro;;
BA42-5;Welded;Sudat;ro;;
BA43-8;Prepared;Preparat;ro;;
BA44-1;Pulverised;Pulverizat;ro;;
BA45-4;Refined;Rafinat;ro;;
BA46-7;Remelted;Retopit;ro;;
BA47-0;Untreated;Netratat;ro;;
BA48-3;Treated;Tratat;ro;;
BA49-6;Unliquefied;Nelichefiat;ro;;
BA50-9;Unrefined;Nerafinat;ro;;
BA51-2;Semi-finished;Semifinisat;ro;;
BA52-5;Processed;Prelucrat;ro;;
BA53-8;Semi-manufactured;Semiprelucrat;ro;;
BA54-1;Solution;Soluţie;ro;;
BB01-3;Non-tubular;Netubular;ro;;
BB02-6;Tubular;Tubular;ro;;
BB03-9;Round;Rotund;ro;;
BB04-2;Rectangular;Rectangular;ro;;
BB05-5;Square;Pătrat;ro;;
BB06-8;Triangle;Triunghiular;ro;;
BB07-1;Trapezoid;Trapezoidal;ro;;
BC01-4;With metal frames;Cu cadru metalic;ro;;
BC02-7;With plastic frames;Cu rame din plastic;ro;;
BC03-0;With wooden frames;Cu rame din lemn;ro;;
BC04-3;Clad with gold;Placat cu aur;ro;;
BC05-6;Clad with platinum;Placat cu platină;ro;;
BC06-9;Clad with silver;Placat cu argint;ro;;
BC07-2;Steel-framed;Cu structură de oţel;ro;;
BC08-5;Veneer;Furnir;ro;;
BC09-8;Non-cast;Neturnat;ro;;
BC10-1;Upholstered;Tapiţat;ro;;
BC11-4;Printed;Tipărit;ro;;
BC12-7;Coloured;Colorat;ro;;
BC13-0;Impregnated;Impregnat;ro;;
BC14-3;Prefabricated;Prefabricat;ro;;
BC15-6;Plastic coated;Învelit în plastic;ro;;
BC16-9;In bags;În pungi;ro;;
BC17-2;In blocks;În blocuri;ro;;
BC18-5;In boards;În plăci;ro;;
BC19-8;In brine;În saramură;ro;;
BC20-1;In bulk;În vrac;ro;;
BC21-4;In cartons;În cartoane;ro;;
BC22-7;In cartridges;În cartuşe;ro;;
BC23-0;In cuts;Bucăţi de carne cu os;ro;;
BC24-3;In joints;Bucăţi de carne fără os;ro;;
BC25-6;In lots;În loturi;ro;;
BC26-9;In oil;În ulei;ro;;
BC27-2;In packets;În pachete;ro;;
BC28-5;In pouches;În punguţe;ro;;
BC29-8;In reams;În stive;ro;;
BC30-1;In rods;În tije;ro;;
BC31-4;In rolls;În role;ro;;
BC32-7;In sachets;În săculeţe;ro;;
BC33-0;In sacks;În saci;ro;;
BC34-3;In sheets;În foi;ro;;
BC35-6;In slices;Felii;ro;;
BC36-9;In solution;În soluţie;ro;;
BC37-2;In strips;În benzi;ro;;
BC38-5;In water;În apă;ro;;
BC39-8;Flavoured;Aromatizat;ro;;
BC40-1;Moulded glass;Sticlă turnantă;ro;;
BC41-4;Canned/tinned;În conservă;ro;;
BC42-7;Bottled;În sticlă;ro;;
BC43-0;Vacuum-packed;Ambalat în vid;ro;;
BC44-3;Parboiled;Parţial fiert;ro;;
BC45-6;Recycled;Reciclat;ro;;
BC46-9;Sterilised;Sterilizat;ro;;
BC48-5;Toughened;Durificat;ro;;
CA01-3;Waterproof;Impermeabil;ro;;
CA02-6;Windproof;Împotriva vântului;ro;;
CA03-9;Bullet-proof;Antiglonţ;ro;;
CA04-2;Fireproof/flameproof;Neinflamabil;ro;;
CA05-5;Stainless;Inoxidabil;ro;;
CA06-8;Expandable;Extensibil;ro;;
CA07-1;Insulated;Izolat;ro;;
CA08-4;Non-insulated;Neizolat;ro;;
CA09-7;Refractory;Refractar;ro;;
CA10-0;Non-refractory;Nerefractar;ro;;
CA11-3;Reinforced;Consolidat;ro;;
CA12-6;Wired;Armat;ro;;
CA13-9;Oil-absorbent;Oleofil;ro;;
CA14-2;Self-adhesive;Autocolant;ro;;
CA15-5;Ductile;Ductil;ro;;
CA16-8;Magnetic;Magnetic;ro;;
CA17-1;Environmentally friendly;Ecologic;ro;;
CA18-4;GMO free;Fără OMG;ro;;
CA19-7;Hormone free;Fără hormoni;ro;;
CA20-0;Pesticide free;Fără pesticide;ro;;
CA21-3;Asbestos free;Fără azbest;ro;;
CA22-6;CFC free;Fără CFC;ro;;
CA23-9;Ozone free;Fără ozon;ro;;
CA24-2;PVC free;Fără PVC;ro;;
CA25-5;Hybrid;Hibrid;ro;;
CA26-8;Hydrocarbon free;Fără hidrocarburi;ro;;
CA27-1;NOx free;Fără Nox;ro;;
CA28-4;CO free;Fără CO;ro;;
CA29-7;CO2 free;Fără CO2;ro;;
CA30-0;Sulphur free;Fără sulf;ro;;
CA31-3;Euro 0 (fuel);Euro 0 (carburant);ro;;
CA32-6;Euro 1 (fuel);Euro 1 (carburant);ro;;
CA33-9;Euro 2 (fuel);Euro 2 (carburant);ro;;
CA34-2;Euro 3 (fuel);Euro 3 (carburant);ro;;
CA35-5;Euro 4 (fuel);Euro 4 (carburant);ro;;
CA36-8;Euro 5 (fuel);Euro 5 (carburant);ro;;
CA37-1;Articulated;Articulat;ro;;
CA38-4;Long-life;Conservare îndelungată;ro;;
CA39-7;Lightweight;Uşor;ro;;
CA40-0;Seagoing;Maritim;ro;;
CA41-3;Semi-submersible;Semisubmersibil;ro;;
CA42-6;Submersible;Submersibil;ro;;
CA43-9;Digital;Digital;ro;;
CA44-2;Portable;Portabil;ro;;
CA45-5;High resolution;De înaltă rezoluţie;ro;;
CA46-8;High-performance;De înaltă performanţă;ro;;
CA47-1;Multitasking;Multioperaţional;ro;;
CA48-4;Multi-user;Cu multipli utilizatori;ro;;
CA49-7;Upgradeable;Actualizabil;ro;;
CA50-0;Disposable;De aruncat;ro;;
CA51-3;Rechargeable;Reîncărcabil;ro;;
CA52-6;Fire resistant/flame resistant;Ignifug;ro;;
CA53-9;Fire retardant;Rezistent la foc;ro;;
CA54-2;Heat-resistant;Rezistent la căldură;ro;;
CA55-5;Sterile;Steril;ro;;
CA56-8;Non-sterile;Nesteril;ro;;
CA57-1;Ecolabel;Etichetă ecologică;ro;;
CA58-4;Colorants free;Fără coloranţi;ro;;
CA59-7;Preservatives free;Fără conservanţi;ro;;
CA60-0;Tridimensional;Tridimensional;ro;;
CA61-3;Removable;Amovibil;ro;;
CA62-6;Organic;Ecologic (în special, agricultură);ro;;
CA63-9;Cultivated;Cultivat;ro;;
CA64-2;Wild;Sălbatic;ro;;
CA65-5;Farmed;Domestic;ro;;
CA66-8;Single-use;De unică folosinţă;ro;;
CA67-1;Reusable;Reutilizabil;ro;;
CA68-4;Armoured;Blindat;ro;;
CA69-7;Ergonomic;Ergonomic;ro;;
CB01-4;Electrically heated;Cu încălzire electrică;ro;;
CB02-7;Remote-controlled;Telecomandat;ro;;
CB03-0;High pressure;Înaltă presiune;ro;;
CB04-3;High-voltage;Înaltă tensiune;ro;;
CB05-6;Low pressure;Presiune scăzută;ro;;
CB06-9;Low-voltage;Joasă tensiune;ro;;
CB07-2;Medium pressure;Presiune medie;ro;;
CB08-5;4-wheel-drive;4 roţi motoare;ro;;
CB09-8;Diesel-powered;Alimentat cu motorină;ro;;
CB10-1;Electrically powered;Cu energie electrică;ro;;
CB11-4;Hydro-electric power;Energie hidroelectrică;ro;;
CB12-7;Nuclear powered;Cu energie nucleară;ro;;
CB13-0;Solar powered;Cu energie solară;ro;;
CB14-3;Petrol-engined;Cu motor pe benzină;ro;;
CB15-6;Mechanical;Mecanic;ro;;
CB16-9;Mechanical and electrical;Mecanic şi electric;ro;;
CB17-2;Self-drive;De închiriat fără şofer;ro;;
CB18-5;Automatic;Automat;ro;;
CB19-8;Computerised;Computerizat;ro;;
CB20-1;Computer-aided;Asistat de computer;ro;;
CB21-4;Computer-based;Informatizat;ro;;
CB22-7;Computer-controlled;Comandat prin computer;ro;;
CB23-0;Multiprocessing;Multiprelucrare;ro;;
CB24-3;Synchronous;Sincron;ro;;
CB25-6;Asynchronous;Asincron;ro;;
CB26-9;Handheld;De mână;ro;;
CB27-2;Integrated;Integrat;ro;;
CB28-5;Fossil-fuel-fired;Alimentat cu combustibil fosil;ro;;
CB29-8;Coal-fired;Alimentat cu cărbune;ro;;
CB30-1;Gas-fired;Alimentat cu gaz;ro;;
CB31-4;Oil-fired;Alimentat cu petrol;ro;;
CB32-7;Wood-fired;Alimentat cu lemn;ro;;
CB33-0;1-phased;Monofazat;ro;;
CB34-3;2-phased;Bifazat;ro;;
CB35-6;3-phased;Trifazat;ro;;
CB36-9;Instant;Instantaneu;ro;;
CB37-2;Single-phase;Monofazic;ro;;
CB38-5;Stand-alone;Autonom;ro;;
CB39-8;Uninterruptible;Continuu;ro;;
CB40-1;Interruptible;Discontinuu;ro;;
CB41-4;Hybrid powered;Cu propulsie hibridă;ro;;
CB42-7;Battery powered;Cu acumulatori;ro;;
CB43-0;Bio-diesel powered;Alimentat cu motorină ecologică;ro;;
CB44-3;Hydrogen powered;Alimentat cu hidrogen;ro;;
CB45-6;Ethanol powered;Alimentat cu etanol;ro;;
CB46-9;Kerosene powered;Alimentat cu kerosen;ro;;
CB47-2;Gas-powered;Care funcţionează cu gaz;ro;;
DA01-4;International;Internaţional;ro;;
DA02-7;National;Naţional;ro;;
DA03-0;Public;Public;ro;;
DA04-3;Private;Privat;ro;;
DA05-6;Second-hand;De mâna a doua;ro;;
DA06-9;Primary;Primar;ro;;
DA07-2;Secondary;Secundar;ro;;
DA08-5;Tertiary;Terţiar;ro;;
DA09-8;Real-time;În timp real;ro;;
DA10-1;Stage;Etapă;ro;;
DA11-4;Secretarial;De secretariat;ro;;
DA12-7;Indoor;Intern;ro;;
DA13-0;Outdoor;Extern;ro;;
DA14-3;Mobile;Mobil;ro;;
DA15-6;Domestic;De uz casnic;ro;;
DA16-9;Non-domestic;Altele decât menajere;ro;;
DA17-2;Turnkey project;Proiect la cheie;ro;;
DA18-5;Underground;Subteran;ro;;
DA19-8;Underwater;Subacvatic;ro;;
